Date,Open,Close,High,Low,Volume
2013-04-04 23:00:00,132.8,132.899,132.99,132.0,39.585145110000006
2013-04-05 00:00:00,130.10001,130.341,131.999,128.25,585.6245905999999
2013-04-05 01:00:00,132.001,132.681,133.34339,130.6,50.35
2013-04-05 02:00:00,132.75,132.0,133.001,131.503,98.14871700000002
2013-04-05 03:00:00,132.351,135.632,136.42,132.351,74.33439089999999
2013-04-05 04:00:00,136.0,137.638,138.006,135.12101,494.79584287
2013-04-05 05:00:00,136.874,137.385,137.9,135.119,328.6164063600002
2013-04-05 06:00:00,137.221,136.7,137.221,135.5,110.05048355000002
2013-04-05 07:00:00,136.0,137.403,137.403,135.999,18.89252921
2013-04-05 08:00:00,138.051,138.495,139.8,138.0,262.66770770000005
2013-04-05 09:00:00,138.819,137.069,139.5,135.3,218.39127286999994
2013-04-05 10:00:00,136.721,137.999,138.1,136.491,20.085309220000006
2013-04-05 11:00:00,137.019,138.46,138.5,137.019,91.81856877
2013-04-05 12:00:00,137.741,136.95,137.741,136.849,57.710073200000004
2013-04-05 13:00:00,137.0,136.99,137.0,135.399,781.0786516700003
2013-04-05 14:00:00,137.7,137.0,138.0,136.74,355.16947823
2013-04-05 15:00:00,137.0,137.313,139.0,136.764,344.77535209999996
2013-04-05 16:00:00,138.0,139.5,140.5,137.999,322.15
2013-04-05 17:00:00,139.98,143.5,144.0,139.75,361.81
2013-04-05 18:00:00,140.76,142.589,144.5,140.76,239.95805485999995
2013-04-05 19:00:00,142.2,144.0,144.0,140.012,162.38111991999997
2013-04-05 20:00:00,142.406,142.88,145.0,142.406,139.58575453
2013-04-05 21:00:00,142.85,144.5,144.5,142.199,44.56
2013-04-05 22:00:00,143.399,143.5,144.45,143.06,58.61789969
2013-04-05 23:00:00,143.001,142.3,143.001,142.04621,13.31
2013-04-06 00:00:00,142.8,141.5,142.8,141.5,66.14
2013-04-06 01:00:00,140.0,140.0,141.326,139.0,173.13735900999998
2013-04-06 02:00:00,141.0,141.99,141.99,141.0,81.09754099
2013-04-06 03:00:00,141.266,142.99,142.99,141.0,27.78969382
2013-04-06 04:00:00,142.008,141.0,142.5,140.902,17.50021343
2013-04-06 05:00:00,142.0,143.0,143.0,141.781,20.32080558
2013-04-06 06:00:00,142.99,143.5,144.0,142.5,210.90205525
2013-04-06 07:00:00,143.5,143.0,143.5,142.522,94.71964358
2013-04-06 08:00:00,142.5,142.5,142.5,141.611,93.03480278
2013-04-06 09:00:00,141.7,141.9485,142.5,141.615,39.39998185999999
2013-04-06 10:00:00,142.01,143.0,143.0,142.01,2.3862699999999997
2013-04-06 11:00:00,141.89,141.6,142.0,141.6,28.876655690000003
2013-04-06 12:00:00,141.712,141.501,141.712,141.5,11.38719381
2013-04-06 13:00:00,142.55,141.201,142.55,141.201,77.70890972000001
2013-04-06 14:00:00,141.522,141.979,141.979,141.349,32.8247
2013-04-06 15:00:00,143.0,143.25,144.0,143.0,104.76960776
2013-04-06 16:00:00,143.4,143.2,143.4,142.9,41.604997250000004
2013-04-06 17:00:00,143.25,142.49,143.29,142.49,8.88408601
2013-04-06 18:00:00,142.9,142.8,143.2,142.471,15.408580950000001
2013-04-06 19:00:00,142.801,142.611,142.998,142.611,10.918665970000001
2013-04-06 20:00:00,143.0,143.0,143.0,143.0,0.1
2013-04-06 21:00:00,143.5,143.5,143.65,142.501,349.18410030999996
2013-04-06 22:00:00,143.501,142.771,143.62,142.771,56.25752153000001
2013-04-06 23:00:00,142.9,143.05,143.64,142.507,444.77523964
2013-04-07 00:00:00,143.5,144.0,144.0,142.9,380.48245246999994
2013-04-07 01:00:00,142.75,143.99,143.99,142.75,20.416584939999993
2013-04-07 02:00:00,144.0,144.48,144.5,144.0,44.03308396
2013-04-07 03:00:00,144.4823,144.25,144.5,144.001,89.85732705
2013-04-07 04:00:00,144.1,144.11,144.45,143.501,46.92135726000001
2013-04-07 05:00:00,144.5,144.26,144.5,144.26,2.69100175
2013-04-07 06:00:00,144.301,144.5,144.85,144.301,127.23821810000001
2013-04-07 07:00:00,144.9,144.7,144.98,144.7,25.259
2013-04-07 08:00:00,144.188,146.0,146.21,144.001,23.089706420000002
2013-04-07 09:00:00,146.29,148.001,149.0,146.0,176.28442777000006
2013-04-07 10:00:00,147.465,148.85,150.0,147.28,226.63398919000005
2013-04-07 11:00:00,148.799,153.0,153.9,148.13,155.61097500999998
2013-04-07 12:00:00,152.99,154.97,156.9,152.0,415.29016184999995
2013-04-07 13:00:00,154.97,157.0,158.0,153.75,142.58494295
2013-04-07 14:00:00,156.6,156.21,158.185,154.899,107.19508887000006
2013-04-07 15:00:00,156.8,159.506,159.506,156.8,210.3191279999999
2013-04-07 16:00:00,159.61,157.305,162.75,153.5101,435.5462073499996
2013-04-07 17:00:00,155.75,158.5,160.0,153.5,303.87703806
2013-04-07 18:00:00,159.96,160.85,162.0,158.242,273.78168635000003
2013-04-07 19:00:00,158.998,158.0,159.981,157.015,99.92957487
2013-04-07 20:00:00,158.1,162.4,162.4,158.0,87.03847
2013-04-07 21:00:00,162.581,164.0,164.75,162.475,239.75189634999998
2013-04-07 22:00:00,163.5,162.0,164.5,160.65,35.63165558
2013-04-07 23:00:00,162.38,162.304,163.8,161.38,55.60367081
2013-04-08 00:00:00,163.9,167.847,170.0,163.2,146.51966447
2013-04-08 01:00:00,168.999,174.4,174.4,168.95,264.44204516
2013-04-08 02:00:00,172.51,171.433,175.0,170.05,150.58774810000003
2013-04-08 03:00:00,173.0,170.002,174.0,166.693,1513.8134103500004
2013-04-08 04:00:00,169.99,170.2,171.0,168.0,153.06360055999997
2013-04-08 05:00:00,171.43,173.7,174.0,171.4,100.84938582
2013-04-08 06:00:00,173.9,174.69,175.5,171.7999,121.11766083999997
2013-04-08 07:00:00,173.976,180.0,180.0,173.0,242.9635324600002
2013-04-08 08:00:00,182.0,182.65,183.6,181.0,81.11889142000001
2013-04-08 09:00:00,182.988,185.0,186.97,182.57,80.07992189
2013-04-08 10:00:00,185.134,181.5,186.0,180.0,550.45127058
2013-04-08 11:00:00,181.89,184.761,184.799,181.01,241.4876303799999
2013-04-08 12:00:00,184.463,190.5,191.0,182.678,668.7208364999999
2013-04-08 13:00:00,190.0,190.0,190.6,188.5,100.03015044000001
2013-04-08 14:00:00,189.88,194.0,194.57,188.5,1104.9469616399992
2013-04-08 15:00:00,194.0,187.155,194.5,181.803,1373.8369477099998
2013-04-08 16:00:00,184.916,187.202,188.0,172.104,1079.9590707999992
2013-04-08 17:00:00,187.0,181.264,188.036,179.199,262.0315221699999
2013-04-08 18:00:00,183.001,186.001,190.0,182.101,547.1378037900001
2013-04-08 19:00:00,185.814,190.002,190.002,185.0,208.02224641000012
2013-04-08 20:00:00,190.002,188.212,193.0,185.0,46.09471241
2013-04-08 21:00:00,188.212,187.0,189.79,179.937,1171.1552512399994
2013-04-08 22:00:00,187.005,186.951,190.501,185.01,654.8721994700002
2013-04-08 23:00:00,185.01,186.985,187.009,184.998,32.524949809999995
2013-04-09 00:00:00,186.8,188.601,200.0,186.8,100.11600000000001
2013-04-09 01:00:00,189.0,194.5,194.5,188.559,31.293368570000002
2013-04-09 02:00:00,190.51,192.5,194.5,190.0,42.22924249
2013-04-09 03:00:00,194.5,191.007,194.5,191.007,54.83255875
2013-04-09 04:00:00,192.0,192.08,195.0,188.898,182.85256102000005
2013-04-09 05:00:00,192.421,193.2,196.5,192.08,48.47635043
2013-04-09 06:00:00,196.5,191.49,205.1,190.499,20.30847485
2013-04-09 07:00:00,191.49,190.019,193.8,190.003,10.266905959999999
2013-04-09 08:00:00,194.01,194.2,194.208,192.096,149.83368249999998
2013-04-09 09:00:00,194.2,194.5,195.0,193.703,71.91999999999999
2013-04-09 10:00:00,198.0,200.101,214.97,194.552,211.47274567
2013-04-09 11:00:00,224.0,207.02,224.0,199.699,560.57020122
2013-04-09 12:00:00,204.47,209.405,227.0,202.937,484.54252688
2013-04-09 13:00:00,214.9,208.431,214.9,204.5,215.458927
2013-04-09 14:00:00,212.0,223.99,223.99,211.99,216.64451076999993
2013-04-09 15:00:00,218.38,223.5,223.5,215.0,834.2083046399999
2013-04-09 16:00:00,223.0,224.33,228.0,221.89,487.5550759799999
2013-04-09 17:00:00,225.048,234.011,235.009,219.83,248.30233889
2013-04-09 18:00:00,233.93,230.15,240.2,225.1,694.28484703
2013-04-09 19:00:00,231.75,232.12,239.898,229.1,423.2664924000001
2013-04-09 20:00:00,231.15,235.0,236.5,231.0,214.32367508
2013-04-09 21:00:00,235.109,235.01,237.99,234.046,125.97822485
2013-04-09 22:00:00,237.0,233.301,249.97,233.013,366.07880317000007
2013-04-09 23:00:00,234.0,232.99,234.0,228.0,278.55732793000004
2013-04-10 00:00:00,228.669,229.45,235.0,227.0,180.88086815000003
2013-04-10 01:00:00,236.0,233.115,236.0,231.452,66.07424852999998
2013-04-10 02:00:00,233.49,236.0,236.0,233.49,17.438000000000002
2013-04-10 03:00:00,233.23,234.887,235.0,232.994,180.77974412999995
2013-04-10 04:00:00,232.0,232.0,234.89,230.0,346.9451297299999
2013-04-10 05:00:00,233.0,233.998,234.0,233.0,134.22115839
2013-04-10 06:00:00,231.75,234.5,234.5,231.75,29.5
2013-04-10 07:00:00,234.0,235.785,238.97,234.0,251.31498451000002
2013-04-10 08:00:00,235.1,236.351,238.9,235.001,37.24323378
2013-04-10 09:00:00,239.6,252.0,265.0,239.6,131.7
2013-04-10 10:00:00,249.886,249.9,255.0,247.2,178.10326922000002
2013-04-10 11:00:00,249.901,254.012,254.906,247.743,148.5611
2013-04-10 12:00:00,254.995,262.1,274.97,254.995,59.53000000000002
2013-04-10 13:00:00,262.0,250.0,290.0,232.8,548.5333870700001
2013-04-10 14:00:00,246.097,250.0,263.0,242.0,339.83196054
2013-04-10 15:00:00,249.0,246.89,255.022,238.222,439.9195901799993
2013-04-10 16:00:00,235.0,227.0,244.0,211.1,211.24475194
2013-04-10 17:00:00,218.223,190.0,225.1,19.9,1413.1714230499995
2013-04-10 18:00:00,190.0,180.0,199.9,155.0,1848.98569169
2013-04-10 19:00:00,174.0,161.0,175.0,130.0,663.36172439
2013-04-10 20:00:00,161.0,205.0,205.0,142.093,1592.6631452399993
2013-04-10 21:00:00,195.0,152.199,218.0,151.1,1785.1226993599985
2013-04-10 22:00:00,152.198,157.5,231.75,124.83,4735.630251180004
2013-04-10 23:00:00,157.5,162.0,232.75,143.089,729.8863831899963
2013-04-11 00:00:00,162.0,175.0,205.0,159.971,1504.90249245
2013-04-11 01:00:00,171.668,170.986,194.999,161.1,577.4521000000001
2013-04-11 02:00:00,169.005,157.702,169.647,148.964,807.4234726499998
2013-04-11 03:00:00,157.006,169.999,175.0,156.807,749.8554545900002
2013-04-11 04:00:00,166.1,170.0,178.0,166.1,180.02601685999997
2013-04-11 05:00:00,169.0,172.499,175.568,166.5,350.49045823999984
2013-04-11 06:00:00,174.171,182.0,188.0,173.5,1223.79952642
2013-04-11 07:00:00,179.99,180.079,182.3,179.9,317.89329165999993
2013-04-11 08:00:00,180.094,165.0,180.98,164.927,750.0673135100002
2013-04-11 09:00:00,164.91,150.0,164.91,146.741,1163.9623516499987
2013-04-11 10:00:00,147.0,153.0,156.002,141.0,2346.3351257299983
2013-04-11 11:00:00,145.0,162.98,167.906,140.0,589.1859650199999
2013-04-11 12:00:00,163.008,149.193,163.86,15.0,424.1987088100003
2013-04-11 13:00:00,146.251,117.0,147.0,113.19,1955.8578390099995
2013-04-11 14:00:00,125.55,135.0,135.101,114.022,544.99643493
2013-04-11 15:00:00,135.0,115.0,135.0,100.0,972.84349852
2013-04-11 16:00:00,120.12,120.0,130.0,101.12,168.716699
2013-04-11 17:00:00,109.01,105.4321,120.0,100.0,273.06399999999996
2013-04-11 18:00:00,105.6,86.0,106.0,1.06,554.1438
2013-04-11 19:00:00,86.0,74.9,103.0,66.43,587.9150526900003
2013-04-11 20:00:00,74.0,93.0,93.0,74.0,165.61355269
2013-04-11 21:00:00,97.0,100.0,100.0,90.0,279.91756946999993
2013-04-11 22:00:00,99.99,98.6,100.0,90.0,90.20999999999998
2013-04-11 23:00:00,98.6,100.0,114.0,85.11,335.78559118000027
2013-04-12 00:00:00,109.0,97.0,109.0,96.0,51.580000000000005
2013-04-12 01:00:00,103.0,120.0,120.0,84.66,140.89999999999998
2013-04-12 02:00:00,111.0,126.0,157.0,72.55,1465.89395283
2013-04-12 03:00:00,128.0,108.0,135.0,88.0,2269.6064994799995
2013-04-12 04:00:00,101.0,96.0,101.0,95.02,19.46
2013-04-12 05:00:00,101.01,94.0012,108.0,90.0,70.47570000000002
2013-04-12 06:00:00,101.01,97.985,110.04,86.995,3570.415716910003
2013-04-12 07:00:00,97.0,95.386,107.6,84.754,3519.7115487699984
2013-04-12 08:00:00,91.5,88.559,94.1,88.0,565.339891
2013-04-12 09:00:00,89.122,86.009,92.567,85.0,502.04290742999984
2013-04-12 10:00:00,87.318,76.514,89.0,76.067,2120.108532909999
2013-04-12 11:00:00,77.221,69.931,82.0,69.931,2868.887157919999
2013-04-12 12:00:00,68.0,77.038,90.0,51.0,4790.20797732
2013-04-12 13:00:00,69.0,76.241,76.241,65.5,1348.76902976
2013-04-12 14:00:00,77.241,73.863,82.474,73.492,1294.7599999999995
2013-04-12 15:00:00,74.154,70.13,75.366,69.427,1255.54785375
2013-04-12 16:00:00,70.339,73.99,77.5,67.306,2455.3771368300067
2013-04-12 17:00:00,72.5,75.225,80.0,71.623,1276.7078193800005
2013-04-12 18:00:00,75.897,80.0,80.0,72.45,383.76524043999996
2013-04-12 19:00:00,80.0,90.0,90.0,76.671,2130.1488129499994
2013-04-12 20:00:00,90.0,89.0,103.0,84.936,2820.6069734000002
2013-04-12 21:00:00,89.0,102.0,105.0,87.853,1576.92007175
2013-04-12 22:00:00,101.0,120.0,120.0,95.0,1718.94800397
2013-04-12 23:00:00,109.99,112.0,116.0,101.0,477.77447752000006
2013-04-13 00:00:00,112.0,105.0,130.0,105.0,363.62
2013-04-13 01:00:00,114.9,114.71,122.0,105.0,4388.397948649998
2013-04-13 02:00:00,112.974,101.0,114.008,99.0,1968.4185747699996
2013-04-13 03:00:00,99.0,104.086,109.95,91.0,710.50270803
2013-04-13 04:00:00,102.99,104.424,122.0,99.0,2969.1731685100017
2013-04-13 05:00:00,107.812,109.0,113.99,101.1,1433.8307200499999
2013-04-13 06:00:00,108.957,110.0,112.352,108.494,601.5192000000006
2013-04-13 07:00:00,110.217,117.479,121.256,110.11,585.3368325200001
2013-04-13 08:00:00,119.1,112.524,123.878,112.36,1099.1610705700007
2013-04-13 09:00:00,113.915,114.421,116.268,112.0,332.2700000000001
2013-04-13 10:00:00,114.013,116.013,117.127,113.903,846.78084397
2013-04-13 11:00:00,116.478,117.218,117.509,116.315,322.2900000000001
2013-04-13 12:00:00,116.9,116.248,117.02,115.0,190.55916190999997
2013-04-13 13:00:00,116.16,114.129,116.85,113.99,314.47438260999996
2013-04-13 14:00:00,112.8,115.2,116.5,112.0,480.9272250800001
2013-04-13 15:00:00,115.0,114.888,115.155,114.115,179.02000000000004
2013-04-13 16:00:00,115.096,114.02,116.0,113.0,2064.782412569998
2013-04-13 17:00:00,114.5,110.0,114.525,110.0,310.14388219999995
2013-04-13 18:00:00,110.22,102.01,110.22,102.01,118.55099999999999
2013-04-13 19:00:00,105.5,98.01,105.5,91.8,1620.1688773899982
2013-04-13 20:00:00,98.01,96.0,100.0,90.0,179.17999999999995
2013-04-13 21:00:00,96.0,95.49,100.0,81.12,815.4151956500004
2013-04-13 22:00:00,99.93,99.575,110.18,95.0101,1889.5540898799998
2013-04-13 23:00:00,99.23,91.1,102.207,91.0,82.59975124000002
2013-04-14 00:00:00,91.1,92.751,104.0,91.0,467.25663873999997
2013-04-14 01:00:00,94.9,97.599,100.98,94.9,261.81223979999993
2013-04-14 02:00:00,98.771,104.0,104.0,20.0,301.31989235000003
2013-04-14 03:00:00,98.5,102.49,102.6,97.149,241.46950404
2013-04-14 04:00:00,101.0,105.0,105.998,101.0,382.81579448
2013-04-14 05:00:00,105.0,103.0,107.519,102.0,1521.6524794299999
2013-04-14 06:00:00,102.0,105.168,106.6,100.009,3183.795806120001
2013-04-14 07:00:00,104.901,105.421,109.0,102.019,1995.2321156000003
2013-04-14 08:00:00,105.12,99.999,106.45,99.999,1835.3018291300002
2013-04-14 09:00:00,99.977,99.563,101.798,98.531,1018.53567468
2013-04-14 10:00:00,99.0,101.0,101.0,98.0,241.53339579000001
2013-04-14 11:00:00,101.338,104.039,105.393,101.1,217.77294791999998
2013-04-14 12:00:00,102.6,101.65,102.6,100.0,306.27468253
2013-04-14 13:00:00,101.75,99.125,101.991,98.749,172.14412424999992
2013-04-14 14:00:00,99.951,100.499,100.544,99.0,220.85729541
2013-04-14 15:00:00,99.978,99.989,101.0,99.011,136.14658423
2013-04-14 16:00:00,99.98,100.222,100.99,99.776,183.73701458999997
2013-04-14 17:00:00,99.52,99.52,99.52,99.52,10.0
2013-04-14 18:00:00,105.0,99.5,105.0,99.154,456.90650000000005
2013-04-14 19:00:00,99.511,94.997,99.994,94.997,1048.8141251999998
2013-04-14 20:00:00,95.164,95.899,99.003,92.15,1061.4122683699995
2013-04-14 21:00:00,96.199,95.808,97.681,95.808,403.32329559000016
2013-04-14 22:00:00,96.0,91.12,96.01,89.992,191.92770000000002
2013-04-14 23:00:00,90.001,90.171,92.99,85.002,577.17775625
2013-04-15 00:00:00,89.86,92.797,93.863,88.8,188.2200712399999
2013-04-15 01:00:00,90.881,95.0,96.0,90.881,836.3141013699999
2013-04-15 02:00:00,95.0,95.0,96.5,93.0,375.74514022
2013-04-15 03:00:00,94.692,94.948,94.95,91.0,20.6863
2013-04-15 04:00:00,93.608,94.472,94.696,93.38,223.12539515000003
2013-04-15 05:00:00,95.0,96.0,97.096,95.0,151.35946618999998
2013-04-15 06:00:00,97.8,100.002,102.0,97.8,767.4595229099998
2013-04-15 07:00:00,102.0,100.296,102.0,97.05,289.20877523999997
2013-04-15 08:00:00,99.0,98.685,99.309,98.685,73.03999999999999
2013-04-15 09:00:00,99.461,99.209,104.0,98.7,216.27222918999993
2013-04-15 10:00:00,100.0,96.717,100.89,96.7,371.71999999999997
2013-04-15 11:00:00,97.678,97.179,97.678,97.179,10.0
2013-04-15 12:00:00,97.1,96.509,97.1,94.801,40.3
2013-04-15 13:00:00,96.9,97.302,98.028,95.8,386.28644999999995
2013-04-15 14:00:00,97.108,96.501,97.973,95.978,147.67000000000004
2013-04-15 15:00:00,96.998,95.75,96.998,95.0,32.902115710000004
2013-04-15 16:00:00,95.49,93.0,96.0,92.5,978.2093066600003
2013-04-15 17:00:00,95.3,89.18,96.0,87.0,1448.94860471
2013-04-15 18:00:00,90.101,93.001,93.35,88.0,693.7275897299996
2013-04-15 19:00:00,92.748,89.5,93.003,89.0,371.06464337
2013-04-15 20:00:00,89.857,83.118,89.857,80.12,2322.1099262799994
2013-04-15 21:00:00,80.12,75.611,85.002,75.611,2818.155685069999
2013-04-15 22:00:00,75.515,80.0,84.0,71.497,2708.9436316399983
2013-04-15 23:00:00,77.792,83.302,83.99,77.692,921.6596093000002
2013-04-16 00:00:00,84.27,78.952,84.48,78.162,477.6882669399999
2013-04-16 01:00:00,78.302,78.001,79.501,72.1,514.9473507799999
2013-04-16 02:00:00,77.502,70.0,77.502,66.0,900.4300000000003
2013-04-16 03:00:00,72.191,61.971,73.004,61.0,1284.5618967699997
2013-04-16 04:00:00,61.17,65.997,69.94,0.01,1904.513204989999
2013-04-16 05:00:00,66.0,66.5,67.0,60.0,641.67712222
2013-04-16 06:00:00,68.903,55.697,69.503,55.384,1446.8129423999997
2013-04-16 07:00:00,55.002,61.436,61.436,50.0101,1724.2694896500004
2013-04-16 08:00:00,61.44,56.099,61.44,50.15,321.45251399999995
2013-04-16 09:00:00,56.502,58.27,58.27,53.611,288.594
2013-04-16 10:00:00,58.0,63.699,66.0,56.575,572.1717738799999
2013-04-16 11:00:00,62.984,57.0,64.05,56.7,563.0591350999999
2013-04-16 12:00:00,57.75,59.604,60.098,56.51,451.69070571000066
2013-04-16 13:00:00,59.7,63.002,63.102,58.2,530.3183418599999
2013-04-16 14:00:00,63.203,64.496,65.668,60.896,655.7332676900002
2013-04-16 15:00:00,65.0,70.36,77.937,64.99,1396.4183523299994
2013-04-16 16:00:00,71.006,79.0,82.5,71.006,1111.6767449200001
2013-04-16 17:00:00,78.232,70.144,79.499,60.0,3838.113801319998
2013-04-16 18:00:00,70.506,71.807,72.9,65.002,1358.62888071
